# iteration objective gradient_norm
2306 9.238302698906821888e+02 4.701428242894706386e+02
2307 9.235520387076858242e+02 4.699763953053227397e+02
2308 9.232740044358849900e+02 4.698101595762157672e+02
2309 9.229961667770535314e+02 4.696441168556936532e+02
2310 9.227185254334983711e+02 4.694782668976886271e+02
2311 9.224410801080593956e+02 4.693126094565209314e+02
2312 9.221638305041071817e+02 4.691471442868987083e+02
2313 9.218867763255437922e+02 4.689818711439139065e+02
2314 9.216099172768002745e+02 4.688167897830447828e+02
2315 9.213332530628350696e+02 4.686518999601547648e+02
2316 9.210567833891344662e+02 4.684872014314876765e+02
2317 9.207805079617099864e+02 4.683226939536726832e+02
2318 9.205044264870982715e+02 4.681583772837184938e+02
2319 9.202285386723594911e+02 4.679942511790147250e+02
2320 9.199528442250757507e+02 4.678303153973300255e+02
2321 9.196773428533509787e+02 4.676665696968129851e+02
2322 9.194020342658094478e+02 4.675030138359884404e+02
2323 9.191269181715940704e+02 4.673396475737606011e+02
2324 9.188519942803661706e+02 4.671764706694066263e+02
2325 9.185772623023029837e+02 4.670134828825807176e+02
2326 9.183027219480990198e+02 4.668506839733105380e+02
2327 9.180283729232014593e+02 4.666883711894923863e+02
2328 9.177542132755125976e+02 4.665304618875381379e+02
2329 9.174802390881976635e+02 4.663727363703187621e+02
2330 9.172064500827722213e+02 4.662151944029702690e+02
2331 9.169328459812447818e+02 4.660578357509952525e+02
2332 9.166594265061189617e+02 4.659006601802630030e+02
2333 9.163861913803893913e+02 4.657436674570074047e+02
2334 9.161131403275423963e+02 4.655868573478275039e+02
2335 9.158402728798254202e+02 4.654340922457261627e+02
2336 9.155675779396672169e+02 4.653004368721293531e+02
2337 9.152950395619850497e+02 4.651669248132475332e+02
2338 9.150226575340254840e+02 4.650335558859221692e+02
2339 9.147504316433943359e+02 4.649003299073184508e+02
2340 9.144783616780556486e+02 4.647672466949252907e+02
2341 9.142064474263307829e+02 4.646343060665540179e+02
2342 9.139346886768971672e+02 4.645015078403371263e+02
2343 9.136630852187881828e+02 4.643688518347279910e+02
2344 9.133916368413919145e+02 4.642363378684993904e+02
2345 9.131203433344506948e+02 4.641039657607432218e+02
2346 9.128492044880612184e+02 4.639717353308702172e+02
2347 9.125782233176238378e+02 4.638266857433607697e+02
2348 9.123074127370144879e+02 4.636795465922480162e+02
2349 9.120367739110816956e+02 4.635325769616334242e+02
2350 9.117663065875709663e+02 4.633857766073182347e+02
2351 9.114960105147000604e+02 4.632391452855682132e+02
2352 9.112258854411600169e+02 4.630926827531141043e+02
2353 9.109559311161099231e+02 4.629463887671487328e+02
2354 9.106861472891806670e+02 4.628002630853298456e+02
2355 9.104165337104706168e+02 4.626543054657734046e+02
2356 9.101470901305452799e+02 4.625085156670567130e+02
2357 9.098778163004366206e+02 4.623628934482161981e+02
2358 9.096087119716415827e+02 4.622174385687450808e+02
2359 9.093397768961209522e+02 4.620721507885949677e+02
2360 9.090710108262991298e+02 4.619270298681712461e+02
2361 9.088024135150607208e+02 4.617820755683347329e+02
2362 9.085339847157531494e+02 4.616372876504000260e+02
2363 9.082657241821815433e+02 4.614926658761335148e+02
2364 9.079976316686111204e+02 4.613482100077534938e+02
2365 9.077297069297634380e+02 4.612039198079274911e+02
2366 9.074619497208166194e+02 4.610597950397737463e+02
2367 9.071943597974047861e+02 4.609158354668570041e+02
2368 9.069269369156156699e+02 4.607720408531901626e+02
2369 9.066596808319901584e+02 4.606284109632311470e+02
2370 9.063925913035217263e+02 4.604849455618842740e+02
2371 9.061256680876541623e+02 4.603416444144956472e+02
2372 9.058589109422822503e+02 4.601985072868563975e+02
2373 9.055923196257492691e+02 4.600555339451974532e+02
2374 9.053258941352313514e+02 4.599103808283420562e+02
2375 9.050596383970206489e+02 4.597610675385964214e+02
2376 9.047935554792248922e+02 4.596119246422703100e+02
2377 9.045276451286217707e+02 4.594629519202379129e+02
2378 9.042619070924362177e+02 4.593141491537223828e+02
2379 9.039963411183362041e+02 4.591655161242916847e+02
2380 9.037309469544337617e+02 4.590170526138608693e+02
2381 9.034657243492817997e+02 4.588687584046893448e+02
2382 9.032006730518771747e+02 4.587206332793812749e+02
2383 9.029357928116553467e+02 4.585726770208840435e+02
2384 9.026710833784919714e+02 4.584248894124879143e+02
2385 9.024065445027016494e+02 4.582772702378254053e+02
2386 9.021421759350356524e+02 4.581298192808699241e+02
2387 9.018779774266834011e+02 4.579825363259359960e+02
2388 9.016139487292693957e+02 4.578354211576771604e+02
2389 9.013500893218072179e+02 4.576900516943866251e+02
2390 9.010863969274781766e+02 4.575458977572961885e+02
2391 9.008228705779682741e+02 4.574019072346575285e+02
2392 9.005595100328461058e+02 4.572580799221439634e+02
2393 9.002963150520942008e+02 4.571144156157397447e+02
2394 9.000332853961066348e+02 4.569709141117387503e+02
2395 8.997704208256882339e+02 4.568275752067445978e+02
2396 8.995077211020544610e+02 4.566843986976694509e+02
2397 8.992451859868294832e+02 4.565413843817340194e+02
2398 8.989828152420466267e+02 4.563985320564660242e+02
2399 8.987206086301471260e+02 4.562558415196996293e+02
2400 8.984585659139785321e+02 4.561133125695757826e+02
2401 8.981966868567944857e+02 4.559709450045403401e+02
2402 8.979349712222540347e+02 4.558287386233423604e+02
2403 8.976734187744203837e+02 4.556866932250380842e+02
2404 8.974120292777603254e+02 4.555448086089834874e+02
2405 8.971508024971431041e+02 4.554030845748392267e+02
2406 8.968897381978403018e+02 4.552615209225672288e+02
2407 8.966288361455240192e+02 4.551201174524312023e+02
2408 8.963680961062666483e+02 4.549788739649943068e+02
2409 8.961075178465400768e+02 4.548377902611199488e+02
2410 8.958471011332151193e+02 4.546968661419720092e+02
2411 8.955868457335596986e+02 4.545561014090109779e+02
2412 8.953267514152389595e+02 4.544154958639967390e+02
2413 8.950668179463139040e+02 4.542750493089853308e+02
2414 8.948070450952408237e+02 4.541347615463307079e+02
2415 8.945474326308716400e+02 4.539946323786808193e+02
2416 8.942879803224495845e+02 4.538546616089810186e+02
2417 8.940286879396136328e+02 4.537148490404694599e+02
2418 8.937695552523922515e+02 4.535751944766793713e+02
2419 8.935105820312069227e+02 4.534356977214364974e+02
2420 8.932517680468690742e+02 4.532963585788601790e+02
2421 8.929931130705786018e+02 4.531571768533610225e+02
2422 8.927346168739265977e+02 4.530181523496414115e+02
2423 8.924762746514564924e+02 4.529061222202810200e+02
2424 8.922180519416097013e+02 4.528122575347660472e+02
2425 8.919599362246318606e+02 4.527184670111626019e+02
2426 8.917019279694570741e+02 4.526228277895147016e+02
2427 8.914440286829413935e+02 4.525273178853027503e+02
2428 8.911862381947942140e+02 4.524319370611885347e+02
2429 8.909285563350852044e+02 4.523366850803989223e+02
2430 8.906709829342487410e+02 4.522415617067262588e+02
2431 8.904135178230798147e+02 4.521465667045252985e+02
2432 8.901561603271678678e+02 4.520543631709403485e+02
2433 8.898989071226966416e+02 4.519636103978378401e+02
2434 8.896417571704428155e+02 4.518729736260204959e+02
2435 8.893847103177616873e+02 4.517824526423715952e+02
2436 8.891277664123297200e+02 4.516920472343344954e+02
2437 8.888709253021437462e+02 4.516017571899128029e+02
2438 8.886141868355211955e+02 4.515115822976669051e+02
2439 8.883575508610980478e+02 4.514215223467128340e+02
2440 8.881010172278280379e+02 4.513315771267194236e+02
2441 8.878445857849814047e+02 4.512417464279074011e+02
2442 8.875882563821452322e+02 4.511520300410468849e+02
2443 8.873320288692223130e+02 4.510624277574553957e+02
2444 8.870759030964273961e+02 4.509729393689955259e+02
2445 8.868198789142912801e+02 4.508835646680740297e+02
2446 8.865639561736556971e+02 4.507943034476396633e+02
2447 8.863081347256743356e+02 4.507051555011803430e+02
2448 8.860524144218112497e+02 4.506161206227219509e+02
2449 8.857967951138405169e+02 4.505271986068266870e+02
2450 8.855412766538457845e+02 4.504383892485909087e+02
2451 8.852858588942166307e+02 4.503496923436428574e+02
2452 8.850305416876522031e+02 4.502611076881410668e+02
2453 8.847753248871563301e+02 4.501726350787730553e+02
2454 8.845202083460386575e+02 4.500842743127525978e+02
2455 8.842651919179133984e+02 4.499960251878186455e+02
2456 8.840102754566979684e+02 4.499078875022323132e+02
2457 8.837554588166126450e+02 4.498198610547769363e+02
2458 8.835007418521809086e+02 4.497319456447542052e+02
2459 8.832461244182247810e+02 4.496441410719835403e+02
2460 8.829916063698688049e+02 4.495564471368005570e+02
2461 8.827371875625349276e+02 4.494688636400537121e+02
2462 8.824828678519453433e+02 4.493813903831044172e+02
2463 8.822286470941184007e+02 4.492940271678237991e+02
2464 8.819745251453700803e+02 4.492067737965920173e+02
2465 8.817205018623121759e+02 4.491196300722953652e+02
2466 8.814665771018511577e+02 4.490325957983253033e+02
2467 8.812127507211882858e+02 4.489456707785765275e+02
2468 8.809590225778177910e+02 4.488588548174452058e+02
2469 8.807053925295269892e+02 4.487721477198269326e+02
2470 8.804518604343949164e+02 4.486855492911157626e+02
2471 8.801984261507908514e+02 4.485990593372011972e+02
2472 8.799450895373751109e+02 4.485126776644679012e+02
2473 8.796918504530970040e+02 4.484264040797930306e+02
2474 8.794387087571941493e+02 4.483402383905449256e+02
2475 8.791856643091921342e+02 4.482541804045810068e+02
2476 8.789327169689037191e+02 4.481682299302466959e+02
2477 8.786798665964269048e+02 4.480823867763730277e+02
2478 8.784271130521458417e+02 4.479966507522759116e+02
2479 8.781744561967283289e+02 4.479110216677529479e+02
2480 8.779218958911269510e+02 4.478254993330836555e+02
2481 8.776694319965765771e+02 4.477400835590262318e+02
2482 8.774170643745940197e+02 4.476547741568165293e+02
2483 8.771647928869771249e+02 4.475695709381667484e+02
2484 8.769126173958052277e+02 4.474844737152629932e+02
2485 8.766605377634379010e+02 4.473994823007645323e+02
2486 8.764085600388967805e+02 4.472886331521626175e+02
2487 8.761567095905877522e+02 4.471731776812798671e+02
2488 8.759049891168650674e+02 4.470578422441349176e+02
2489 8.756533984491147748e+02 4.469426266811969981e+02
2490 8.754019374190071403e+02 4.468275308332499662e+02
2491 8.751506058584958510e+02 4.467125545413929331e+02
2492 8.748994035998174468e+02 4.465976976470377053e+02
2493 8.746483304754893879e+02 4.464829599919078191e+02
2494 8.743973863183119875e+02 4.463683414180391082e+02
2495 8.741465709613650006e+02 4.462538417677772600e+02
2496 8.738958842380089891e+02 4.461394608837771898e+02
2497 8.736453259818842980e+02 4.460251986090024161e+02
2498 8.733948960269085546e+02 4.459110547867236960e+02
2499 8.731445942072799653e+02 4.457970292605185136e+02
2500 8.728944203574718586e+02 4.456831218742696592e+02
2501 8.726443743122363230e+02 4.455693324721647741e+02
2502 8.723944559066006832e+02 4.454556608986946458e+02
2503 8.721446649758685226e+02 4.453421069986531506e+02
2504 8.718950013556182057e+02 4.452286706171358901e+02
2505 8.716454648817029920e+02 4.451153515995392809e+02
2506 8.713960553902487618e+02 4.450021497915594182e+02
2507 8.711467727176562903e+02 4.448890650391920758e+02
2508 8.708976167005974958e+02 4.447760971887296932e+02
2509 8.706485871760171449e+02 4.446632460867634222e+02
2510 8.703996839811309201e+02 4.445505115801797729e+02
2511 8.701509069534256469e+02 4.444378935161605568e+02
2512 8.699022559306583844e+02 4.443253917421823189e+02
2513 8.696537307508546064e+02 4.442130061060151434e+02
2514 8.694053312523108161e+02 4.441007364557211190e+02
2515 8.691570569548320009e+02 4.439897352950909521e+02
2516 8.689089067209373525e+02 4.438788606304160567e+02
2517 8.686608803855078804e+02 4.437680993232425521e+02
2518 8.684129777909892027e+02 4.436574512220845463e+02
2519 8.681651987800912593e+02 4.435469161757698657e+02
2520 8.679175431957879709e+02 4.434364940334399989e+02
2521 8.676700108813150791e+02 4.433261846445500396e+02
2522 8.674226016801707146e+02 4.432159878588657307e+02
2523 8.671753154361150564e+02 4.431059035264640897e+02
2524 8.669281519931680577e+02 4.429959314977311351e+02
2525 8.666811111956103559e+02 4.428860716233623975e+02
2526 8.664341928879830448e+02 4.427763237543601917e+02
2527 8.661873969150850598e+02 4.426666877420335595e+02
2528 8.659407231219742016e+02 4.425571634379972465e+02
2529 8.656941713539665670e+02 4.424477506941707929e+02
2530 8.654477414566348443e+02 4.423384493627764300e+02
2531 8.652014332758085402e+02 4.422292592963401034e+02
2532 8.649552466575738663e+02 4.421201803476886880e+02
2533 8.647091814482713517e+02 4.420112123699497602e+02
2534 8.644632392749761038e+02 4.418902499798437589e+02
2535 8.642174358760427140e+02 4.417599944993069698e+02
2536 8.639717773395539098e+02 4.416298729416402580e+02
2537 8.637262634739354326e+02 4.414998851709556220e+02
2538 8.634808940878933754e+02 4.413700310515149567e+02
2539 8.632356689904187306e+02 4.412403104477290867e+02
2540 8.629905879907818189e+02 4.411107232241576526e+02
2541 8.627456502111147074e+02 4.409852795657816955e+02
2542 8.625008505818971116e+02 4.408624451980176104e+02
2543 8.622561872863095687e+02 4.407397276905068111e+02
2544 8.620116601567309544e+02 4.406171269272637119e+02
2545 8.617672690257764998e+02 4.404946427924612067e+02
2546 8.615230137262981316e+02 4.403722751704315783e+02
2547 8.612788940913839042e+02 4.402500239456648501e+02
2548 8.610349099543578859e+02 4.401278890028082174e+02
2549 8.607910611487785673e+02 4.400058702266669002e+02
2550 8.605473475084397705e+02 4.398839675022019833e+02
2551 8.603037688673692855e+02 4.397621807145313255e+02
2552 8.600603250598289833e+02 4.396405097489293894e+02
2553 8.598170159203149296e+02 4.395189544908244557e+02
2554 8.595738412835559075e+02 4.393975148258015793e+02
2555 8.593308009845130755e+02 4.392761906395996334e+02
2556 8.590878948583803094e+02 4.391549818181113665e+02
2557 8.588451227405835198e+02 4.390338882473839703e+02
2558 8.586024844667792877e+02 4.389129098136173184e+02
2559 8.583599789168118832e+02 4.387966379999642186e+02
2560 8.581176009671524980e+02 4.386839505619834654e+02
2561 8.578753450532983607e+02 4.385785711323939040e+02
2562 8.576332054944612082e+02 4.384732861092126655e+02
2563 8.573911821584927111e+02 4.383680953965468348e+02
2564 8.571492749134260976e+02 4.382629988986498120e+02
2565 8.569074836274756990e+02 4.381579965199211415e+02
2566 8.566658081690343352e+02 4.380530881649060007e+02
2567 8.564242484066763836e+02 4.379482737382948017e+02
2568 8.561828042091550515e+02 4.378435531449226801e+02
2569 8.559414754454026024e+02 4.377389262897695517e+02
2570 8.557002619845302434e+02 4.376343930779595439e+02
2571 8.554591636958284653e+02 4.375299534147604845e+02
2572 8.552181804487647696e+02 4.374256072055835602e+02
2573 8.549773121129856008e+02 4.373213543559830896e+02
2574 8.547365585583140728e+02 4.372171947716561817e+02
2575 8.544959196547514466e+02 4.371131283584419407e+02
2576 8.542553952724755391e+02 4.370091550223223180e+02
2577 8.540149852818407226e+02 4.369052746694194980e+02
2578 8.537746895533772431e+02 4.368014872059982281e+02
2579 8.535345079577921297e+02 4.366977925384634887e+02
2580 8.532944403659680574e+02 4.365941905733608905e+02
2581 8.530544866489627793e+02 4.364906812173765616e+02
2582 8.528146466780082164e+02 4.363872643773358391e+02
2583 8.525749203245125045e+02 4.362839399602038952e+02
2584 8.523353074600573791e+02 4.361807078730853391e+02
2585 8.520958079563989713e+02 4.360775680232231366e+02
2586 8.518564205658288984e+02 4.359814328466540019e+02
2587 8.516171365981476811e+02 4.358901846441087287e+02
2588 8.513779527645386906e+02 4.357990165326829697e+02
2589 8.511388689561862293e+02 4.357079284303508757e+02
2590 8.508998850644195500e+02 4.356169202552205206e+02
2591 8.506610009807122879e+02 4.355259919255339014e+02
2592 8.504222165966840521e+02 4.354351433596660286e+02
2593 8.501835318040970151e+02 4.353443744761254379e+02
2594 8.499449464948580726e+02 4.352536851935529398e+02
2595 8.497064605610179342e+02 4.351630754307220172e+02
2596 8.494680738947704413e+02 4.350725451065374045e+02
2597 8.492297863884533626e+02 4.349820941400363949e+02
2598 8.489915979345466894e+02 4.348917224503868511e+02
2599 8.487535084256732034e+02 4.348014299568875458e+02
2600 8.485155177545983634e+02 4.347112165789678784e+02
2601 8.482776258142296228e+02 4.346210822361875330e+02
2602 8.480398324976159756e+02 4.345310268482357969e+02
2603 8.478021376979489787e+02 4.344410503349315604e+02
2604 8.475645413085609334e+02 4.343511526162222935e+02
2605 8.473270432229239759e+02 4.342613336121850693e+02
2606 8.470896433346538288e+02 4.341715932430249723e+02
2607 8.468523415375044578e+02 4.340819314290748707e+02
2608 8.466151377253715964e+02 4.339923480907954740e+02
2609 8.463780317922897893e+02 4.339028431487753892e+02
2610 8.461410236324343259e+02 4.338134165237293587e+02
2611 8.459041131401199891e+02 4.337240681364995112e+02
2612 8.456673002098000325e+02 4.336347979080537698e+02
2613 8.454305847360676580e+02 4.335456057594865911e+02
2614 8.451939666136548794e+02 4.334564916120173734e+02
2615 8.449574457374312715e+02 4.333674553869917645e+02
2616 8.447210220024056753e+02 4.332784970058795011e+02
2617 8.444846953037241519e+02 4.331896163902754324e+02
2618 8.442484655366710058e+02 4.331008134618984968e+02
2619 8.440123325966684433e+02 4.330120881425918355e+02
2620 8.437762963792754363e+02 4.329234403543218264e+02
2621 8.435403567801874942e+02 4.328348700191784815e+02
2622 8.433045136952375742e+02 4.327463770593749359e+02
2623 8.430687670203951711e+02 4.326579613972464244e+02
2624 8.428331166517660904e+02 4.325696229552509067e+02
2625 8.425975624855916521e+02 4.324813616559681577e+02
2626 8.423621043788600673e+02 4.323935341048551209e+02
2627 8.421267416792701397e+02 4.323063058870243935e+02
2628 8.418914739151213098e+02 4.322191541095912726e+02
2629 8.416563009840965606e+02 4.321320786946723729e+02
2630 8.414212227840146170e+02 4.320450795645114113e+02
2631 8.411862392128278998e+02 4.319581566414771032e+02
2632 8.409513501686245718e+02 4.318713098480640724e+02
2633 8.407165558719503906e+02 4.317806962933242403e+02
2634 8.404818631382955800e+02 4.316815542264079113e+02
2635 8.402472781498652239e+02 4.315825047538243666e+02
2636 8.400128007813307249e+02 4.314835477733599873e+02
2637 8.397784309075440206e+02 4.313846831829787334e+02
2638 8.395441684035367871e+02 4.312859108808225983e+02
2639 8.393100131445198713e+02 4.311872307652093355e+02
2640 8.390759650058838588e+02 4.310886427346341065e+02
2641 8.388420238631979373e+02 4.309901466877665825e+02
2642 8.386081895922097829e+02 4.308917425234528764e+02
2643 8.383744620688447640e+02 4.307934301407132693e+02
2644 8.381408411692069649e+02 4.306952094387426655e+02
2645 8.379073267695765708e+02 4.305970803169098531e+02
2646 8.376739187464116867e+02 4.304990426747566516e+02
2647 8.374406169763472008e+02 4.304010964119987648e+02
2648 8.372074213361938746e+02 4.303032414285229947e+02
2649 8.369743317029385707e+02 4.302054776243894594e+02
2650 8.367413479537437979e+02 4.301078048998286931e+02
2651 8.365084699659477110e+02 4.300102231552429544e+02
2652 8.362756976170630878e+02 4.299127322912049749e+02
2653 8.360430307847766471e+02 4.298153322084575052e+02
2654 8.358104693469517770e+02 4.297180228079130302e+02
2655 8.355780131816223957e+02 4.296208039906531440e+02
2656 8.353456621669984088e+02 4.295236756579279245e+02
2657 8.351134161814624122e+02 4.294266377111563315e+02
2658 8.348812751035694646e+02 4.293296900519247288e+02
2659 8.346492388120475425e+02 4.292328325819868269e+02
2660 8.344173071857969717e+02 4.291360652032634562e+02
2661 8.341854801038895175e+02 4.290393878178417708e+02
2662 8.339537574455689537e+02 4.289428003279747372e+02
2663 8.337221390902495841e+02 4.288463026360809636e+02
2664 8.334906249175179482e+02 4.287498946447446997e+02
2665 8.332592148071294105e+02 4.286535762567141319e+02
2666 8.330279086390103203e+02 4.285573473749016671e+02
2667 8.327967062932580120e+02 4.284612079023842739e+02
2668 8.325656076501370535e+02 4.283651577424012089e+02
2669 8.323346125900833385e+02 4.282691967983552104e+02
2670 8.321037209937001080e+02 4.281733249738111340e+02
2671 8.318729327417606783e+02 4.280775421724960665e+02
2672 8.316422477152050305e+02 4.279818482982989281e+02
2673 8.314116657951423122e+02 4.278862432552688233e+02
2674 8.311811868628485627e+02 4.277907269476167471e+02
2675 8.309508107997668276e+02 4.276952992797126853e+02
2676 8.307205374875081816e+02 4.275999601560876044e+02
2677 8.304903668078492274e+02 4.275047094814310071e+02
2678 8.302602986427334599e+02 4.274095471605913303e+02
2679 8.300303328742696749e+02 4.273144730985768547e+02
2680 8.298004693847332192e+02 4.272194872005521802e+02
2681 8.295707080565643992e+02 4.271245893718404432e+02
2682 8.293410487723679125e+02 4.270297795179221794e+02
2683 8.291114914149140986e+02 4.269350575444345850e+02
2684 8.288820358671368922e+02 4.268404233571709483e+02
2685 8.286526820121348464e+02 4.267458768620809337e+02
2686 8.284234297331698826e+02 4.266514179652696725e+02
2687 8.281942789136677447e+02 4.265570465729971943e+02
2688 8.279652294372169763e+02 4.264627625916786542e+02
2689 8.277362813117741780e+02 4.263677570646170807e+02
2690 8.275074354206694807e+02 4.262722334588256672e+02
2691 8.272786920419973740e+02 4.261767965862709957e+02
2692 8.270500510597474886e+02 4.260814463578972777e+02
2693 8.268215123580679347e+02 4.259861826847896964e+02
2694 8.265930758212626870e+02 4.258910054781742360e+02
2695 8.263647413337952230e+02 4.257959146494176821e+02
2696 8.261365087802853395e+02 4.257009101100264843e+02
2697 8.259083772157051726e+02 4.256102873832383580e+02
2698 8.256803419854254571e+02 4.255214118822772207e+02
2699 8.254524019639936796e+02 4.254326197774854563e+02
2700 8.252245570422237506e+02 4.253439109755386767e+02
2701 8.249968071110843084e+02 4.252552853832763731e+02
2702 8.247691520616995149e+02 4.251667429076996427e+02
2703 8.245415917853495102e+02 4.250782834559717571e+02
2704 8.243141261734681393e+02 4.249899069354174230e+02
2705 8.240867551176448842e+02 4.249016132535224983e+02
2706 8.238594785096230453e+02 4.248134023179326846e+02
2707 8.236322962413000823e+02 4.247252740364550618e+02
2708 8.234052082047257954e+02 4.246372283170554738e+02
2709 8.231782142921061904e+02 4.245492650678593805e+02
2710 8.229513150948474731e+02 4.244575285093967523e+02
2711 8.227245147458793326e+02 4.243640498689710512e+02
2712 8.224978142650188602e+02 4.242706582777594235e+02
2713 8.222712135373076308e+02 4.241773536462835636e+02
2714 8.220447124479435388e+02 4.240841358852009080e+02
2715 8.218183108822813665e+02 4.239910049053059993e+02
2716 8.215920087258322155e+02 4.238979606175275308e+02
2717 8.213658045144893549e+02 4.238125866684582093e+02
2718 8.211396897098221643e+02 4.237310748566310394e+02
2719 8.209136618594628771e+02 4.236496333769611624e+02
2720 8.206877208716850873e+02 4.235682621639431886e+02
2721 8.204618666548730062e+02 4.234869611521567094e+02
2722 8.202360991175247591e+02 4.234057302762664676e+02
2723 8.200104181682512490e+02 4.233245694710219027e+02
2724 8.197848237157758149e+02 4.232434786712573214e+02
2725 8.195593156689340049e+02 4.231624578118909881e+02
2726 8.193338939366735758e+02 4.230815068279252955e+02
2727 8.191085584280546072e+02 4.230006256544474468e+02
2728 8.188833090522483644e+02 4.229198142266274090e+02
2729 8.186581457185383215e+02 4.228390724797196185e+02
2730 8.184330683363191383e+02 4.227584003490612190e+02
2731 8.182080768150970016e+02 4.226777977700730844e+02
2732 8.179831710644890563e+02 4.225972646782591937e+02
2733 8.177583509942236333e+02 4.225168010092057216e+02
2734 8.175336165141388847e+02 4.224364066985821182e+02
2735 8.173089675341846032e+02 4.223560816821400294e+02
2736 8.170844039644213126e+02 4.222758258957132966e+02
2737 8.168599257150181074e+02 4.221956392752181273e+02
2738 8.166355326962553818e+02 4.221155217566522424e+02
2739 8.164112248185234648e+02 4.220354732760952743e+02
2740 8.161870019923212567e+02 4.219554937697085393e+02
2741 8.159628641282590706e+02 4.218755831737341282e+02
2742 8.157388111370548813e+02 4.217957414244959864e+02
2743 8.155148403573522273e+02 4.217313604842059362e+02
2744 8.152909340119927037e+02 4.216760905393132361e+02
2745 8.150670863436466789e+02 4.216208548481452567e+02
2746 8.148432973082674380e+02 4.215656533877574930e+02
2747 8.146195668618466925e+02 4.215104861352286889e+02
2748 8.143958949604141253e+02 4.214553530676614628e+02
2749 8.141722815600381864e+02 4.214002541621825912e+02
2750 8.139487266168268889e+02 4.213451893959425547e+02
2751 8.137252300869246255e+02 4.212901587461151962e+02
2752 8.135017919265164892e+02 4.212351621898984035e+02
2753 8.132784120918241797e+02 4.211801997045135408e+02
2754 8.130550905391083916e+02 4.211252712672053917e+02
2755 8.128318272246681317e+02 4.210703768552424435e+02
2756 8.126086221048404923e+02 4.210155164459166031e+02
2757 8.123854751360008777e+02 4.209606900165429124e+02
2758 8.121623862745628912e+02 4.209058975444601742e+02
2759 8.119393554769776529e+02 4.208511390070302127e+02
2760 8.117163826997347087e+02 4.207964143816381011e+02
2761 8.114934678993616899e+02 4.207417236456919909e+02
2762 8.112706110324240854e+02 4.206870667766234533e+02
2763 8.110478120555249006e+02 4.206324437518871378e+02
2764 8.108250709253062496e+02 4.205778545489603175e+02
2765 8.106023875984461711e+02 4.205232991453434579e+02
2766 8.103797620316621533e+02 4.204687775185602163e+02
2767 8.101571941817081779e+02 4.204142896461568739e+02
2768 8.099346840053764254e+02 4.203598355057022786e+02
2769 8.097122314594971613e+02 4.203054150747888684e+02
2770 8.094898365009372583e+02 4.202510283310303976e+02
2771 8.092674990866016742e+02 4.201966752520650061e+02
2772 8.090452191734332246e+02 4.201423558155522642e+02
2773 8.088229967184112184e+02 4.200880699991745928e+02
2774 8.086008316785530496e+02 4.200338177806373778e+02
2775 8.083787240109136292e+02 4.199795991376674351e+02
2776 8.081566736725840201e+02 4.199254140480149999e+02
2777 8.079346806206946212e+02 4.198712624894523628e+02
2778 8.077127448124105058e+02 4.198171444397741539e+02
2779 8.074908662049364239e+02 4.197630598767970014e+02
2780 8.072690457470936281e+02 4.197048387859545642e+02
2781 8.070472874300888861e+02 4.196391014076857573e+02
2782 8.068256111315029102e+02 4.195314756349091567e+02
2783 8.066040485058127842e+02 4.194239537431730014e+02
2784 8.063825994141971023e+02 4.193165356075496106e+02
2785 8.061612637180505772e+02 4.192092211033515810e+02
2786 8.059400412789827897e+02 4.191020101061284322e+02
2787 8.057189319588200078e+02 4.189949024916690519e+02
2788 8.054979356196021172e+02 4.188878981359985119e+02
2789 8.052770521495335743e+02 4.187803170128638044e+02
2790 8.050562833140401153e+02 4.186688224707164636e+02
2791 8.048356319967062973e+02 4.185574318500674167e+02
2792 8.046150980567593933e+02 4.184461450304052619e+02
2793 8.043946813536410900e+02 4.183349618914438679e+02
2794 8.041743817470072599e+02 4.182238823131244772e+02
2795 8.039541990967264837e+02 4.181129061756132046e+02
2796 8.037341332628814143e+02 4.180020333593007535e+02
2797 8.035141841196067389e+02 4.178906003015093802e+02
2798 8.032943497993721849e+02 4.177918840401920875e+02
2799 8.030746176988362777e+02 4.176965498349580912e+02
2800 8.028549858493863667e+02 4.176013020074673818e+02
2801 8.026354541373485745e+02 4.175061404703777725e+02
2802 8.024160224492030693e+02 4.174110651364634350e+02
2803 8.021966906715834966e+02 4.173160759186141604e+02
2804 8.019774586912768655e+02 4.172211727298350752e+02
2805 8.017583265445174447e+02 4.171241244345574728e+02
2806 8.015392984614188663e+02 4.170206410942308253e+02
2807 8.013203790228184289e+02 4.169172532922236769e+02
2808 8.011015681014989696e+02 4.168139609344286214e+02
2809 8.008828655704170387e+02 4.167107639268535877e+02
2810 8.006642713027032414e+02 4.166076621756212717e+02
2811 8.004457851716600771e+02 4.165046555869696476e+02
2812 8.002274070507615988e+02 4.164017440672492398e+02
2813 8.000091368136562551e+02 4.162989275229265900e+02
2814 7.997909743341621152e+02 4.161962058605801644e+02
2815 7.995729194862701661e+02 4.160935789869035375e+02
2816 7.993549724751879921e+02 4.159880466383221460e+02
2817 7.991371375195898281e+02 4.158784913431936729e+02
2818 7.989194172686261481e+02 4.157690374682267702e+02
2819 7.987018115859445970e+02 4.156596849175913917e+02
2820 7.984843203353772196e+02 4.155504335955648116e+02
2821 7.982669433809385282e+02 4.154412834065348079e+02
2822 7.980496805868285719e+02 4.153322342549956261e+02
2823 7.978325318174281620e+02 4.152232860455511059e+02
