# iteration objective gradient_norm
9881 2.963146153283624926e+02 1.369448121280960606e+02
9882 2.962910080481935324e+02 1.369017690491131134e+02
9883 2.962674155995602518e+02 1.368588105376236683e+02
9884 2.962438379486808344e+02 1.368159363691921442e+02
9885 2.962202750618783966e+02 1.367731463201041322e+02
9886 2.961967269055803627e+02 1.367304401673627581e+02
9887 2.961731934463181233e+02 1.366878176886867493e+02
9888 2.961496746507262401e+02 1.366452786625078204e+02
9889 2.961261704855426728e+02 1.366028228679681433e+02
9890 2.961026809176078132e+02 1.365604500849177043e+02
9891 2.960792059138643708e+02 1.365181600939129112e+02
9892 2.960557454413572600e+02 1.364759526762124153e+02
9893 2.960322994672326331e+02 1.364338276137773107e+02
9894 2.960088679587376532e+02 1.363917846892655064e+02
9895 2.959854508832206079e+02 1.363498236860316126e+02
9896 2.959620482081300565e+02 1.363079443881235306e+02
9897 2.959386599010142618e+02 1.362661465802813439e+02
9898 2.959152859295215308e+02 1.362244300479328842e+02
9899 2.958919262613987939e+02 1.361827945771922828e+02
9900 2.958685808644926851e+02 1.361412399548597989e+02
9901 2.958452497067476088e+02 1.360997659684151984e+02
9902 2.958219327562063086e+02 1.360583724060184636e+02
9903 2.957986299810096398e+02 1.360170590565067528e+02
9904 2.957753413493953190e+02 1.359758257093924101e+02
9905 2.957520668296979238e+02 1.359346721548591006e+02
9906 2.957288063903494617e+02 1.358935981837622080e+02
9907 2.957055599998776643e+02 1.358526035876229514e+02
9908 2.956823276269062717e+02 1.358116881586289821e+02
9909 2.956591092401545211e+02 1.357708516896318258e+02
9910 2.956359048084369192e+02 1.357300939741428749e+02
9911 2.956127143006629012e+02 1.356894148063324508e+02
9912 2.955895376858362056e+02 1.356488139810271321e+02
9913 2.955663749330546466e+02 1.356082912937080494e+02
9914 2.955432260115103986e+02 1.355678465405073325e+02
9915 2.955200908904882340e+02 1.355274795182077412e+02
9916 2.954969695393665461e+02 1.354871900242381457e+02
9917 2.954738619276162126e+02 1.354469778566736409e+02
9918 2.954507680248004817e+02 1.354068428142312257e+02
9919 2.954276878005749154e+02 1.353667846962694341e+02
9920 2.954046212246864798e+02 1.353268033027844979e+02
9921 2.953815682669733746e+02 1.352868984344088972e+02
9922 2.953585288973650336e+02 1.352470698924093711e+02
9923 2.953355030858817258e+02 1.352073174786848710e+02
9924 2.953124908026336470e+02 1.351676409957634064e+02
9925 2.952894920178211464e+02 1.351280402468002819e+02
9926 2.952665067017342722e+02 1.350885150355764495e+02
9927 2.952435348247523734e+02 1.350490651664958364e+02
9928 2.952205763573437594e+02 1.350096904445837254e+02
9929 2.951976312700654148e+02 1.349703906754838272e+02
9930 2.951746995335622614e+02 1.349311656654561489e+02
9931 2.951517811185679534e+02 1.348920152213762265e+02
9932 2.951288759959034564e+02 1.348529391507310038e+02
9933 2.951059841364768772e+02 1.348139372616185199e+02
9934 2.950831055112835770e+02 1.347750093627438162e+02
9935 2.950602400914053192e+02 1.347361552634195050e+02
9936 2.950373878480107805e+02 1.346973747735613074e+02
9937 2.950145487523543011e+02 1.346586677036866604e+02
9938 2.949917227757758269e+02 1.346200338649133812e+02
9939 2.949689098897011377e+02 1.345814730689558871e+02
9940 2.949461100656406529e+02 1.345429851281256504e+02
9941 2.949233232751899436e+02 1.345045698553267925e+02
9942 2.949005494900288795e+02 1.344662270640551753e+02
9943 2.948777886819216292e+02 1.344279565683960129e+02
9944 2.948550408227159778e+02 1.343897581830220815e+02
9945 2.948323058843432705e+02 1.343516317231911046e+02
9946 2.948095838388182983e+02 1.343135770047444169e+02
9947 2.947868746582386166e+02 1.342755938441055150e+02
9948 2.947641783147846013e+02 1.342376820582759933e+02
9949 2.947414947807184262e+02 1.341998414648342361e+02
9950 2.947188240283849723e+02 1.341620718819361002e+02
9951 2.946961660302101222e+02 1.341243731283083207e+02
9952 2.946735207587016134e+02 1.340867450232502165e+02
9953 2.946508881499390213e+02 1.340501901175678654e+02
9954 2.946282677151519920e+02 1.340150250285628033e+02
9955 2.946056591419663278e+02 1.339799257828076122e+02
9956 2.945830624050741449e+02 1.339448922101019264e+02
9957 2.945604774792423655e+02 1.339099241407935210e+02
9958 2.945379043393125471e+02 1.338750214057753283e+02
9959 2.945153429602003143e+02 1.338401838364828222e+02
9960 2.944927933168956997e+02 1.338054112648943317e+02
9961 2.944702553844619501e+02 1.337707035235273736e+02
9962 2.944477291380355837e+02 1.337360604454361805e+02
9963 2.944252145528272422e+02 1.337014818642127807e+02
9964 2.944027116041189629e+02 1.336669676139804892e+02
9965 2.943802202672665089e+02 1.336325175293975178e+02
9966 2.943577405176981188e+02 1.335981314456499831e+02
9967 2.943352723309132557e+02 1.335638091984531002e+02
9968 2.943128156824836310e+02 1.335295506240484542e+02
9969 2.942903705480524081e+02 1.334953555592017551e+02
9970 2.942679369033343733e+02 1.334612238412019281e+02
9971 2.942455147241146278e+02 1.334271553078577597e+02
9972 2.942231039862498392e+02 1.333931497974981824e+02
9973 2.942007046656664215e+02 1.333592071489680109e+02
9974 2.941783167383618434e+02 1.333253272016280846e+02
9975 2.941559401804028653e+02 1.332915097953518568e+02
9976 2.941335749679259948e+02 1.332577547705254801e+02
9977 2.941112210771378841e+02 1.332240619680440830e+02
9978 2.940888784843135113e+02 1.331904312293107182e+02
9979 2.940665471657976013e+02 1.331568623962350557e+02
9980 2.940442270980031481e+02 1.331233553112301990e+02
9981 2.940219182574115280e+02 1.330899098172136519e+02
9982 2.939996206205726139e+02 1.330565257576007809e+02
9983 2.939773341641042066e+02 1.330232029763090793e+02
9984 2.939550588646915230e+02 1.329899413177510326e+02
9985 2.939327946990875944e+02 1.329567406268356535e+02
9986 2.939105416441125271e+02 1.329236007489651001e+02
9987 2.938882996766536166e+02 1.328905215300339364e+02
9988 2.938660687736639829e+02 1.328575028164264324e+02
9989 2.938438489121645603e+02 1.328245444550153991e+02
9990 2.938216400692415959e+02 1.327916462931605679e+02
9991 2.937994422220478441e+02 1.327588081787065448e+02
9992 2.937772553478013720e+02 1.327260299599809059e+02
9993 2.937550794237861282e+02 1.326933114857928899e+02
9994 2.937329144273514316e+02 1.326606526054324036e+02
9995 2.937107603359110044e+02 1.326280531686659288e+02
9996 2.936886171269442798e+02 1.325955130257374890e+02
9997 2.936664847779944694e+02 1.325630320273649545e+02
9998 2.936443632666696431e+02 1.325306100247404402e+02
9999 2.936222525706417628e+02 1.324982468695258433e+02
10000 2.936001526676467961e+02 1.324659424138540373e+02
10001 2.935780635354841479e+02 1.324336965103254045e+02
10002 2.935559851520170582e+02 1.324015090120058176e+02
10003 2.935339174951713517e+02 1.323693797724280330e+02
10004 2.935118605429364038e+02 1.323373086455848977e+02
10005 2.934898142733639474e+02 1.323052954859331294e+02
10006 2.934677786645684137e+02 1.322733401483877742e+02
10007 2.934457536947263634e+02 1.322414424883226616e+02
10008 2.934237393420767148e+02 1.322096023615669651e+02
10009 2.934017355849198339e+02 1.321778196244063679e+02
10010 2.933797424016177615e+02 1.321460941335784867e+02
10011 2.933577597705943845e+02 1.321144257462731275e+02
10012 2.933357876703341276e+02 1.320828143201300691e+02
10013 2.933138260793826930e+02 1.320512597132363339e+02
10014 2.932918749763467190e+02 1.320197617841278088e+02
10015 2.932699343398929273e+02 1.319883203917843559e+02
10016 2.932480041487486346e+02 1.319569353956292446e+02
10017 2.932260843817012415e+02 1.319256066555281848e+02
10018 2.932041748543830408e+02 1.318980329776841813e+02
10019 2.931822740659007422e+02 1.318737757404403510e+02
10020 2.931603813281627708e+02 1.318495713521909920e+02
10021 2.931384966221581294e+02 1.318254196472155684e+02
10022 2.931166199289404517e+02 1.318013204604017972e+02
10023 2.930947512296274340e+02 1.317772736272458474e+02
10024 2.930728905054012898e+02 1.317532789838478493e+02
10025 2.930510377375077837e+02 1.317293363669112694e+02
10026 2.930291929072560606e+02 1.317054456137398972e+02
10027 2.930073559960190437e+02 1.316816065622355723e+02
10028 2.929855269852323545e+02 1.316578190508957675e+02
10029 2.929637058563945402e+02 1.316340829188121404e+02
10030 2.929418925910663347e+02 1.316103980056670650e+02
10031 2.929200871708716249e+02 1.315867641517326661e+02
10032 2.928982895774951771e+02 1.315631811978673511e+02
10033 2.928764997926843989e+02 1.315396489855143045e+02
10034 2.928547177982478047e+02 1.315161673566995830e+02
10035 2.928329435760551860e+02 1.314927361540290747e+02
10036 2.928111771080377821e+02 1.314693552206861966e+02
10037 2.927894183761869158e+02 1.314460244004312415e+02
10038 2.927676673625549597e+02 1.314227435375974551e+02
10039 2.927459240492545973e+02 1.313995124770895870e+02
10040 2.927241884184579703e+02 1.313763310643816737e+02
10041 2.927024604523977587e+02 1.313531991455150774e+02
10042 2.926807401333657594e+02 1.313301165670957289e+02
10043 2.926590274437131143e+02 1.313070831762924797e+02
10044 2.926373223658502525e+02 1.312840988208354247e+02
10045 2.926156248822462089e+02 1.312611633490121221e+02
10046 2.925939349754285104e+02 1.312382766096672526e+02
10047 2.925722526279835165e+02 1.312154384521993506e+02
10048 2.925505778225553399e+02 1.311926487265592414e+02
10049 2.925289105418461304e+02 1.311699072832484205e+02
10050 2.925072507686153926e+02 1.311472139733151039e+02
10051 2.924855984856806117e+02 1.311245686483539998e+02
10052 2.924639536759158887e+02 1.311019711605044620e+02
10053 2.924423163222527364e+02 1.310794213624457143e+02
10054 2.924206864076791703e+02 1.310569191073978459e+02
10055 2.923990639152397080e+02 1.310344642491185141e+02
10056 2.923774488280351420e+02 1.310120566419006138e+02
10057 2.923558411292225401e+02 1.309896961405702598e+02
10058 2.923342408020142784e+02 1.309673826004852515e+02
10059 2.923126478296791788e+02 1.309451158775329702e+02
10060 2.922910621955403485e+02 1.309228958281278778e+02
10061 2.922694838829769424e+02 1.309007223092102095e+02
10062 2.922479128754227418e+02 1.308785951782429038e+02
10063 2.922263491563663820e+02 1.308565142932107221e+02
10064 2.922047927093505564e+02 1.308344795126174063e+02
10065 2.921832435179725849e+02 1.308124906954844278e+02
10066 2.921617015658837886e+02 1.307905477013488564e+02
10067 2.921401668367893762e+02 1.307686503902604898e+02
10068 2.921186393144481031e+02 1.307467986227808865e+02
10069 2.920971189826721002e+02 1.307249922599809793e+02
10070 2.920756058253267042e+02 1.307032311634396251e+02
10071 2.920540998263303436e+02 1.306815151952408200e+02
10072 2.920326009696541405e+02 1.306598442179723065e+02
10073 2.920111092393218541e+02 1.306382180947236691e+02
10074 2.919896246194093692e+02 1.306166366890840322e+02
10075 2.919681470940449231e+02 1.305950998651410941e+02
10076 2.919466766474084807e+02 1.305736074874771759e+02
10077 2.919252132637323029e+02 1.305521594211701029e+02
10078 2.919037569272992982e+02 1.305307555317886852e+02
10079 2.918823076224442730e+02 1.305093956853929740e+02
10080 2.918608653335528516e+02 1.304880797485305379e+02
10081 2.918394300450619880e+02 1.304668075882361791e+02
10082 2.918180017414588292e+02 1.304455790720289201e+02
10083 2.917965804072811125e+02 1.304243940679106970e+02
10084 2.917751660271175638e+02 1.304032524443642842e+02
10085 2.917537585856057945e+02 1.303821540703518167e+02
10086 2.917323580674343475e+02 1.303610988153122889e+02
10087 2.917109644573411629e+02 1.303400865491599632e+02
10088 2.916895777401130658e+02 1.303191171422832895e+02
10089 2.916681979005873586e+02 1.302981904655422625e+02
10090 2.916468249236493193e+02 1.302773063902660624e+02
10091 2.916254587942340777e+02 1.302564647882531688e+02
10092 2.916040994973247393e+02 1.302356655317673244e+02
10093 2.915827470179532952e+02 1.302149084935377346e+02
10094 2.915614013412000531e+02 1.301941935467555140e+02
10095 2.915400624521935242e+02 1.301735205650731757e+02
10096 2.915187303361098543e+02 1.301528894226027546e+02
10097 2.914974049781733356e+02 1.301322999939125964e+02
10098 2.914760863636558383e+02 1.301117521540276414e+02
10099 2.914547744778760148e+02 1.300912457784265257e+02
10100 2.914334693062004362e+02 1.300707807430402454e+02
10101 2.914121708340424561e+02 1.300503569242493995e+02
10102 2.913908790468620964e+02 1.300299741988837923e+02
10103 2.913695939301659905e+02 1.300096324442203013e+02
10104 2.913483154695076678e+02 1.299893315379811156e+02
10105 2.913270436504863596e+02 1.299690713583308366e+02
10106 2.913057784587476249e+02 1.299488517838772452e+02
10107 2.912845198799835202e+02 1.299286726936671812e+02
10108 2.912632678999303835e+02 1.299085339671867985e+02
10109 2.912420225043716755e+02 1.298884354843577000e+02
10110 2.912207836791351383e+02 1.298683771255379895e+02
10111 2.911995514100943296e+02 1.298483587715176668e+02
10112 2.911783256831674862e+02 1.298283803035189408e+02
10113 2.911571064843177510e+02 1.298084416031944670e+02
10114 2.911358937995530027e+02 1.297885425526247616e+02
10115 2.911146876149254581e+02 1.297686830343162967e+02
10116 2.910934879165320126e+02 1.297488629312024386e+02
10117 2.910722946905130470e+02 1.297290821266383603e+02
10118 2.910511079230535643e+02 1.297093405044007852e+02
10119 2.910299276003819955e+02 1.296896379486881870e+02
10120 2.910087537087703140e+02 1.296699743441155306e+02
10121 2.909875862345342057e+02 1.296503495757161488e+02
10122 2.909664251640325574e+02 1.296307635289380471e+02
10123 2.909452704836671160e+02 1.296112160896427383e+02
10124 2.909241221798831134e+02 1.295917071441037365e+02
10125 2.909029802391677890e+02 1.295722365790057324e+02
10126 2.908818446480517537e+02 1.295528042814416949e+02
10127 2.908607153931073981e+02 1.295334101389113073e+02
10128 2.908395924609499730e+02 1.295140540393213939e+02
10129 2.908184758382361679e+02 1.294947358709818275e+02
10130 2.907973655116653049e+02 1.294754555226053299e+02
10131 2.907762614679780313e+02 1.294562128833054544e+02
10132 2.907551636939567175e+02 1.294370078425956194e+02
10133 2.907340721764254567e+02 1.294178402903871756e+02
10134 2.907129869022489288e+02 1.293987101169869334e+02
10135 2.906919078583337068e+02 1.293796172130978448e+02
10136 2.906708350316268934e+02 1.293605614698154511e+02
10137 2.906497684091166320e+02 1.293415427786268026e+02
10138 2.906287079778314819e+02 1.293225610314099754e+02
10139 2.906076537248407021e+02 1.293036161204315420e+02
10140 2.905866056372537400e+02 1.292847079383446385e+02
10141 2.905655637022202313e+02 1.292658363781892490e+02
10142 2.905445279069301705e+02 1.292470013333888232e+02
10143 2.905234982386128877e+02 1.292282026977503335e+02
10144 2.905024746845376740e+02 1.292094403654602672e+02
10145 2.904814572320133266e+02 1.291907142310874974e+02
10146 2.904604458683883195e+02 1.291720241895775416e+02
10147 2.904394405810500643e+02 1.291533701362527893e+02
10148 2.904184413574250243e+02 1.291347519668120469e+02
10149 2.903974481849788276e+02 1.291161695773264739e+02
10150 2.903764610512158697e+02 1.290976228642419130e+02
10151 2.903554799436791996e+02 1.290791117243726944e+02
10152 2.903345048499500649e+02 1.290606360549050180e+02
10153 2.903135357576485944e+02 1.290421957533921216e+02
10154 2.902925726544326039e+02 1.290237907177540535e+02
10155 2.902716155279983354e+02 1.290054208462765359e+02
10156 2.902506643660796044e+02 1.289870860376087194e+02
10157 2.902297191564484820e+02 1.289687861907628417e+02
10158 2.902087798869141011e+02 1.289505212051120679e+02
10159 2.901878465453232820e+02 1.289322909803886432e+02
10160 2.901669191195603048e+02 1.289140954166838924e+02
10161 2.901459975975466250e+02 1.288959344144460317e+02
10162 2.901250819672404191e+02 1.288778078744779521e+02
10163 2.901041722166369823e+02 1.288597156979377587e+02
10164 2.900832683337685580e+02 1.288416577863354746e+02
10165 2.900623703067037127e+02 1.288236340415330687e+02
10166 2.900414781235477335e+02 1.288056443657422108e+02
10167 2.900205917724415485e+02 1.287876886615232479e+02
10168 2.899997112415633751e+02 1.287697668317845228e+02
10169 2.899788365191267303e+02 1.287518787797792754e+02
10170 2.899579675933811131e+02 1.287340244091059276e+02
10171 2.899371044526122887e+02 1.287162036237066332e+02
10172 2.899162470851408102e+02 1.286984163278644928e+02
10173 2.898953954793235539e+02 1.286806624262042078e+02
10174 2.898745496235524683e+02 1.286629418236888114e+02
10175 2.898537095062544040e+02 1.286452544256206920e+02
10176 2.898328751158919090e+02 1.286276001376376428e+02
10177 2.898120464409620922e+02 1.286099788657133161e+02
10178 2.897912234699970782e+02 1.285923905161551488e+02
10179 2.897704061915636089e+02 1.285748349956038794e+02
10180 2.897495945942628168e+02 1.285573122110316149e+02
10181 2.897287886667306793e+02 1.285398220697399267e+02
10182 2.897079883976371093e+02 1.285223644793603910e+02
10183 2.896871937756863531e+02 1.285049393478516322e+02
10184 2.896664047896166494e+02 1.284875465834983572e+02
10185 2.896456214282002861e+02 1.284701860949107299e+02
10186 2.896248436802432025e+02 1.284528577910231206e+02
10187 2.896040715345849890e+02 1.284355615810911786e+02
10188 2.895833049800986601e+02 1.284182973746936511e+02
10189 2.895625440056909952e+02 1.284010650817277508e+02
10190 2.895417886003016861e+02 1.283838646124106049e+02
10191 2.895210387529037916e+02 1.283666958772761575e+02
10192 2.895002944525030557e+02 1.283495587871751979e+02
10193 2.894795556881386460e+02 1.283324532532732576e+02
10194 2.894588224488820742e+02 1.283153791870507803e+02
10195 2.894380947238375938e+02 1.282983365002989729e+02
10196 2.894173725021422001e+02 1.282813251051225052e+02
10197 2.893966557729648343e+02 1.282643449139349059e+02
10198 2.893759445255075207e+02 1.282473958394595854e+02
10199 2.893552387490033766e+02 1.282304777947273635e+02
10200 2.893345384327182614e+02 1.282135906930756164e+02
10201 2.893138435659498100e+02 1.281967344481475095e+02
10202 2.892931541380276599e+02 1.281799089738906900e+02
10203 2.892724701383124852e+02 1.281631141845548143e+02
10204 2.892517915561971336e+02 1.281463499946929403e+02
10205 2.892311183811055457e+02 1.281296163191578898e+02
10206 2.892104506024932107e+02 1.281129130731019927e+02
10207 2.891897882098467676e+02 1.280962401719765751e+02
10208 2.891691311926836647e+02 1.280795975315298563e+02
10209 2.891484795405527848e+02 1.280629850678060393e+02
10210 2.891278332430331943e+02 1.280464026971444298e+02
10211 2.891071922897355080e+02 1.280298503361782707e+02
10212 2.890865566703002969e+02 1.280133279018332644e+02
10213 2.890659263743991119e+02 1.279968353113265067e+02
10214 2.890453013917333465e+02 1.279803724821658619e+02
10215 2.890246817120352603e+02 1.279639393321480867e+02
10216 2.890040673250667851e+02 1.279475357793582759e+02
10217 2.889834582206203208e+02 1.279311617421684559e+02
10218 2.889628543885174849e+02 1.279148171392363764e+02
10219 2.889422558186109313e+02 1.278985018895051695e+02
10220 2.889216625007819630e+02 1.278822159122005928e+02
10221 2.889010744249417257e+02 1.278659591268324363e+02
10222 2.888804915810309808e+02 1.278497314531903584e+02
10223 2.888599139590201048e+02 1.278335328113456342e+02
10224 2.888393415489082940e+02 1.278173631216485262e+02
10225 2.888187743407240191e+02 1.278012223047269202e+02
10226 2.887982123245250250e+02 1.277851102814867232e+02
10227 2.887776554903977058e+02 1.277690269731093480e+02
10228 2.887571038284577298e+02 1.277529723010512583e+02
10229 2.887365573288489031e+02 1.277369461870430030e+02
10230 2.887160159817440217e+02 1.277209485530877515e+02
10231 2.886954797773443033e+02 1.277049793214607121e+02
10232 2.886749487058795580e+02 1.276890384147073263e+02
10233 2.886544227576076196e+02 1.276731257556435821e+02
10234 2.886339019228146299e+02 1.276572412673535837e+02
10235 2.886133861918146977e+02 1.276413848731888407e+02
10236 2.885928755549502966e+02 1.276255564967675866e+02
10237 2.885723700025915264e+02 1.276097560619739255e+02
10238 2.885518695251362260e+02 1.275939834929559282e+02
10239 2.885313741130098038e+02 1.275782387141255754e+02
10240 2.885108837566656348e+02 1.275625216501569525e+02
10241 2.884903984465842655e+02 1.275468322259856109e+02
10242 2.884699181732736974e+02 1.275311703668077854e+02
10243 2.884494429272691036e+02 1.275155359980788461e+02
10244 2.884289726991330554e+02 1.274999290455125873e+02
10245 2.884085074794550110e+02 1.274843494350801762e+02
10246 2.883880472588515431e+02 1.274687970930093428e+02
10247 2.883675920279659408e+02 1.274532719457829728e+02
10248 2.883471417774683232e+02 1.274377739201385822e+02
10249 2.883266964980554690e+02 1.274223029430668532e+02
10250 2.883062561804508164e+02 1.274068589418112083e+02
10251 2.882858208154040653e+02 1.273914418438664455e+02
10252 2.882653903936916322e+02 1.273760515769774315e+02
10253 2.882449649061161949e+02 1.273606880691390728e+02
10254 2.882245443435060679e+02 1.273453512485945254e+02
10255 2.882041286967162819e+02 1.273300410438346830e+02
10256 2.881837179566274472e+02 1.273147573835968558e+02
10257 2.881633121141464358e+02 1.272995001968642441e+02
10258 2.881429111602056992e+02 1.272842694128647736e+02
10259 2.881225150857633821e+02 1.272690649610698017e+02
10260 2.881021238818033794e+02 1.272538867711935211e+02
10261 2.880817375393349380e+02 1.272387347731926184e+02
10262 2.880613560493929413e+02 1.272236088972639152e+02
10263 2.880409794030375110e+02 1.272085090738446809e+02
10264 2.880206075913538371e+02 1.271934352336112966e+02
10265 2.880002406054525750e+02 1.271783873074781326e+02
10266 2.879798784364691642e+02 1.271633652265964969e+02
10267 2.879595210755641688e+02 1.271483689223547344e+02
10268 2.879391685139229935e+02 1.271333983263757972e+02
10269 2.879188207427559973e+02 1.271184533705177842e+02
10270 2.878984777532978114e+02 1.271035339868718097e+02
10271 2.878781395368081348e+02 1.270886401077620036e+02
10272 2.878578060845707114e+02 1.270737716657440615e+02
10273 2.878374773878942392e+02 1.270589285936045769e+02
10274 2.878171534381115180e+02 1.270441108243602741e+02
10275 2.877968342265793353e+02 1.270293182912569279e+02
10276 2.877765197446790353e+02 1.270145509277682834e+02
10277 2.877562099838156655e+02 1.269998086675953743e+02
10278 2.877359049354187732e+02 1.269850914446661108e+02
10279 2.877156045909416662e+02 1.269703991931335310e+02
10280 2.876953089415463296e+02 1.269557398488573625e+02
10281 2.876750179755034083e+02 1.269411136396760469e+02
10282 2.876547316826704446e+02 1.269265122464461655e+02
10283 2.876344500545835672e+02 1.269119356042401563e+02
10284 2.876141730828023242e+02 1.268973836483514077e+02
10285 2.875939007589094558e+02 1.268828563142923400e+02
10286 2.875736330745112355e+02 1.268683535377939506e+02
10287 2.875533700212370150e+02 1.268538752548057857e+02
10288 2.875331115907396224e+02 1.268394214014934960e+02
10289 2.875128577746945666e+02 1.268249919142401581e+02
10290 2.874926085648001504e+02 1.268105867296429778e+02
10291 2.874723639527779255e+02 1.267962057845138730e+02
10292 2.874521239303721245e+02 1.267818490158790183e+02
10293 2.874318884893497739e+02 1.267675163609770408e+02
10294 2.874116576215002965e+02 1.267532077572585649e+02
10295 2.873914313186359095e+02 1.267389231423857154e+02
10296 2.873712095725912263e+02 1.267246624542304119e+02
10297 2.873509923752233703e+02 1.267104256308752070e+02
10298 2.873307797184114065e+02 1.266962126106104876e+02
10299 2.873105715940570235e+02 1.266820233319346869e+02
10300 2.872903679940838515e+02 1.266678577335541718e+02
10301 2.872701689104378602e+02 1.266537157543807552e+02
10302 2.872499743350864492e+02 1.266395973335326062e+02
10303 2.872297842600197555e+02 1.266255024103322029e+02
10304 2.872095986772487777e+02 1.266114309243060490e+02
10305 2.871894175788074222e+02 1.265973828151843179e+02
10306 2.871692409567501727e+02 1.265833580228988353e+02
10307 2.871490688031536251e+02 1.265693564875840025e+02
10308 2.871289011101163737e+02 1.265553781495744374e+02
10309 2.871087378697573627e+02 1.265414229494047760e+02
10310 2.870885790742179893e+02 1.265274908278098280e+02
10311 2.870684247156603419e+02 1.265135817257219628e+02
10312 2.870482747862678252e+02 1.264996955842722741e+02
10313 2.870281292782451033e+02 1.264858323447878945e+02
10314 2.870079881838178153e+02 1.264719919487931179e+02
10315 2.869878514952327464e+02 1.264581743380074386e+02
10316 2.869677192047575431e+02 1.264443794543450679e+02
10317 2.869475913046805999e+02 1.264306072399143233e+02
10318 2.869274677873112296e+02 1.264168576370171309e+02
10319 2.869073486449794359e+02 1.264031305881469649e+02
10320 2.868872338700358000e+02 1.263894260359902262e+02
10321 2.868671234548513098e+02 1.263757439234240820e+02
10322 2.868470173918179285e+02 1.263620841935155710e+02
10323 2.868269156733474574e+02 1.263484467895216312e+02
10324 2.868068182918723323e+02 1.263348316548885037e+02
10325 2.867867252398455093e+02 1.263212387332498423e+02
10326 2.867666365097394419e+02 1.263076679684268839e+02
10327 2.867465520940474448e+02 1.262941193044281505e+02
10328 2.867264719852825579e+02 1.262805926854476155e+02
10329 2.867063961759777158e+02 1.262670880558645905e+02
10330 2.866863246586859759e+02 1.262536053602432560e+02
10331 2.866662574259802909e+02 1.262401445433311267e+02
10332 2.866461944704529401e+02 1.262267055500595916e+02
10333 2.866261357847165527e+02 1.262132883255415265e+02
10334 2.866060813614029712e+02 1.261998928150727011e+02
10335 2.865860311931636488e+02 1.261865189641287657e+02
10336 2.865659852726698205e+02 1.261731667183668861e+02
10337 2.865459435926118772e+02 1.261598360236230008e+02
10338 2.865259061456994800e+02 1.261465268259124457e+02
10339 2.865058729246620715e+02 1.261332390714288323e+02
10340 2.864858439222477955e+02 1.261199727065435070e+02
10341 2.864658191312242934e+02 1.261067276778045851e+02
10342 2.864457985443780785e+02 1.260935039319359134e+02
10343 2.864257821545152183e+02 1.260803014158381217e+02
10344 2.864057699544597995e+02 1.260671200765856099e+02
10345 2.863857619370559178e+02 1.260539598614278418e+02
10346 2.863657580951654040e+02 1.260408207177873834e+02
10347 2.863457584216697569e+02 1.260277025932599173e+02
10348 2.863257629094688355e+02 1.260146054356132908e+02
10349 2.863057715514809729e+02 1.260015291927869754e+02
10350 2.862857843406433176e+02 1.259884738128913995e+02
10351 2.862658012699116057e+02 1.259754392442071946e+02
10352 2.862458223322595927e+02 1.259624254351845991e+02
10353 2.862258475206796788e+02 1.259494323344431876e+02
10354 2.862058768281828520e+02 1.259364598907705073e+02
10355 2.861859102477979491e+02 1.259235080531221769e+02
10356 2.861659477725721672e+02 1.259105767706200822e+02
10357 2.861459893955708935e+02 1.258976659925534989e+02
10358 2.861260351098773640e+02 1.258847756683770598e+02
10359 2.861060849085929476e+02 1.258719057477102723e+02
10360 2.860861387848372033e+02 1.258590561803377170e+02
10361 2.860661967317471976e+02 1.258462269162074989e+02
10362 2.860462587424777325e+02 1.258334179054311051e+02
10363 2.860263248102021407e+02 1.258206290982827227e+02
10364 2.860063949281104101e+02 1.258078604451987559e+02
10365 2.859864690894110026e+02 1.257951118967763477e+02
10366 2.859665472873293197e+02 1.257823834037744319e+02
10367 2.859466295151089525e+02 1.257696749171109332e+02
10368 2.859267157660102612e+02 1.257569863878645577e+02
10369 2.859068060333112840e+02 1.257443177672721930e+02
10370 2.858869003103076807e+02 1.257316690067293194e+02
10371 2.858669985903120505e+02 1.257190400577894280e+02
10372 2.858471008666543298e+02 1.257064308721626134e+02
10373 2.858272071326815649e+02 1.256938414017162273e+02
10374 2.858073173817577981e+02 1.256812715984727049e+02
10375 2.857874316072642955e+02 1.256687214146111558e+02
10376 2.857675498025994898e+02 1.256561908024639678e+02
10377 2.857476719611782414e+02 1.256436797145186830e+02
10378 2.857277980764328049e+02 1.256311881034165054e+02
10379 2.857079281418116921e+02 1.256187159219510079e+02
10380 2.856880621507805245e+02 1.256062631230689419e+02
10381 2.856682000968217494e+02 1.255938296598683763e+02
10382 2.856483419734340714e+02 1.255814154855989528e+02
10383 2.856284877741333048e+02 1.255690205536609199e+02
10384 2.856086374924508959e+02 1.255566448176047629e+02
10385 2.855887911219358557e+02 1.255442882311305652e+02
10386 2.855689486561529407e+02 1.255319507480873682e+02
10387 2.855491100886833351e+02 1.255196323224725887e+02
10388 2.855292754131247079e+02 1.255073329084316072e+02
10389 2.855094446230908147e+02 1.254950524602570283e+02
10390 2.854896177122116114e+02 1.254827909323885251e+02
10391 2.854697946741335386e+02 1.254705482794115170e+02
10392 2.854499755025186687e+02 1.254583244560575253e+02
10393 2.854301601910450472e+02 1.254461194172030361e+02
10394 2.854103487334073179e+02 1.254339331178684205e+02
10395 2.853905411233155291e+02 1.254217655132197109e+02
10396 2.853707373544957022e+02 1.254096165585646219e+02
10397 2.853509374206897746e+02 1.253974862093546392e+02
10398 2.853311413156552021e+02 1.253853744211837125e+02
